%  hypsometry data
%  version 20220701
%  created by Bryce Glenn, Julian Cross, and Maciek Obryk
%  orthometric heights
%  based on local datum (WGS84 +53.4 m)
%  Depth h (m)    Area A (m^2)
-4.6	0
-4.5	4
-4.4	32
-4.3	344
-4.2	2092
-4.1	6696
-4	14952
-3.9	26160
-3.8	40000
-3.7	56796
-3.6	74572
-3.5	91288
-3.4	106200
-3.3	121956
-3.2	137224
-3.1	152484
-3	167796
-2.9	182280
-2.8	196340
-2.7	210608
-2.6	224668
-2.5	237024
-2.4	247616
-2.3	257244
-2.2	266776
-2.1	276108
-2	285172
-1.9	294740
-1.8	304856
-1.7	316936
-1.6	329380
-1.5	343288
-1.4	355996
-1.3	368636
-1.2	381016
-1.1	393452
-1	406948
-0.9	421700
-0.8	439312
-0.7	460740
-0.6	486468
-0.5	511852
-0.4	533188
-0.3	552352
-0.2	569444
-0.1	585820
0	600632
0.1	615108
0.2	628876
0.3	642172
0.4	654268
0.5	666100
0.6	676872
0.7	687188
0.8	696984
0.9	706600
1	716420
1.1	725980
1.2	735220
1.3	744924
1.4	755100
1.5	765668
1.6	776244
1.7	786736
1.8	797088
1.9	807728
2	818608
2.1	829980
2.2	842768
2.3	858604
2.4	880644
2.5	907652
2.6	935868
2.7	963540
2.8	990896
2.9	1017340
3	1043604
3.1	1070820
3.2	1098672
3.3	1126704
3.4	1154624
3.5	1181708
3.6	1206820
3.7	1228616
3.8	1249196
3.9	1269036
4	1288348
4.1	1307716
4.2	1328932
4.3	1350900
4.4	1373572
4.5	1397392
4.6	1421912
4.7	1447320
4.8	1473012
4.9	1499040
5	1525204
5.1	1552448
5.2	1583452
5.3	1622564
5.4	1668844
5.5	1718016
5.6	1763420
5.7	1803384
5.8	1841428
5.9	1876404
6	1909732
6.1	1941352
6.2	1969856
6.3	1998568
6.4	2026952
6.5	2055696
6.6	2082476
6.7	2107160
6.8	2130900
6.9	2153784
7	2177136
7.1	2201288
7.2	2226240
7.3	2252404
7.4	2280088
